"obs_id" "Zt" "vtime"
"1333" 112 -0.302310172988377 0.1
"1334" 112 -0.335866039522428 0.2
"1335" 112 -0.36942190605648 0.3
"1336" 112 -0.402977772590531 0.4
"1338" 112 -0.470089505658634 0.6
"1339" 112 -0.503645372192685 0.7
"1341" 112 -0.570757105260788 0.9
"1342" 112 -0.60431297179484 1
"1343" 112 -0.637868838328891 1.1
"1344" 112 -0.671424704862943 1.2
"1345" 113 -0.22015103530104 0.1
"1348" 113 -0.272978722767861 0.4
"1350" 113 -0.308197181079075 0.6
"1351" 113 -0.325806410234682 0.7
"1352" 113 -0.343415639390289 0.8
"1354" 113 -0.378634097701503 1
"1357" 114 -0.142566744789066 0.1
"1359" 114 -0.216836130511324 0.3
"1361" 114 -0.291105516233581 0.5
"1362" 114 -0.32824020909471 0.6
"1364" 114 -0.402509594816968 0.8
"1365" 114 -0.439644287678096 0.9
"1369" 115 -0.130784419540414 0.1
"1370" 115 -0.163417765537605 0.2
"1371" 115 -0.196051111534797 0.3
"1372" 115 -0.228684457531989 0.4
"1375" 115 -0.326584495523565 0.7
"1376" 115 -0.359217841520757 0.8
"1377" 115 -0.391851187517949 0.9
"1378" 115 -0.42448453351514 1
"1379" 115 -0.457117879512332 1.1
"1382" 116 0.323636751409994 0.2
"1383" 116 0.316689835049733 0.3
"1384" 116 0.309742918689472 0.4
"1394" 117 0.322272627131667 0.2
"1398" 117 0.292344937517974 0.6
"1399" 117 0.284863015114551 0.7
"1400" 117 0.277381092711128 0.8
"1401" 117 0.269899170307705 0.9
"1402" 117 0.262417247904282 1
"1403" 117 0.254935325500859 1.1
"1404" 117 0.247453403097436 1.2
"1405" 118 0.155437412033737 0.1
"1406" 118 0.162379549413403 0.2
"1407" 118 0.16932168679307 0.3
"1408" 118 0.176263824172736 0.4
"1409" 118 0.183205961552403 0.5
"1411" 118 0.197090236311736 0.7
"1413" 118 0.21097451107107 0.9
"1417" 119 -0.15087492077258 0.1
"1418" 119 -0.174009518316417 0.2
"1419" 119 -0.197144115860253 0.3
"1420" 119 -0.220278713404089 0.4
"1421" 119 -0.243413310947925 0.5
"1422" 119 -0.266547908491761 0.6
"1424" 119 -0.312817103579434 0.8
"1425" 119 -0.33595170112327 0.9
"1426" 119 -0.359086298667106 1
"1427" 119 -0.382220896210942 1.1
"1428" 119 -0.405355493754778 1.2
"1429" 120 -0.299564882833694 0.1
"1431" 120 -0.406108034832638 0.3
"1434" 120 -0.565922762831055 0.6
"1436" 120 -0.672465914829999 0.8
"1442" 121 -0.05868352649942 0.2
"1443" 121 -0.0867164486172916 0.3
"1444" 121 -0.114749370735163 0.4
"1446" 121 -0.170815214970907 0.6
"1447" 121 -0.198848137088778 0.7
"1448" 121 -0.22688105920665 0.8
"1449" 121 -0.254913981324521 0.9
"1450" 121 -0.282946903442393 1
"1452" 121 -0.339012747678136 1.2
"1455" 122 -0.000696398118025163 0.3
"1458" 122 -0.0203960330921649 0.6
"1459" 122 -0.0269625780835448 0.7
"1465" 123 -0.297048495915475 0.1
"1466" 123 -0.335481880030808 0.2
"1467" 123 -0.373915264146141 0.3
"1468" 123 -0.412348648261473 0.4
"1470" 123 -0.489215416492139 0.6
"1471" 123 -0.527648800607472 0.7
"1473" 123 -0.604515568838138 0.9
"1474" 123 -0.64294895295347 1
"1475" 123 -0.681382337068803 1.1
"1477" 124 -0.171712936514664 0.1
"1479" 124 -0.253767272866108 0.3
"1481" 124 -0.335821609217551 0.5
"1484" 124 -0.458903113744717 0.8
"1485" 124 -0.499930281920438 0.9
"1490" 125 0.270372124893518 0.2
"1491" 125 0.262167383962903 0.3
"1493" 125 0.245757902101674 0.5
"1494" 125 0.237553161171059 0.6
"1495" 125 0.229348420240445 0.7
"1501" 126 -0.166945163882606 0.1
"1502" 126 -0.174032212723003 0.2
"1503" 126 -0.1811192615634 0.3
"1504" 126 -0.188206310403798 0.4
"1506" 126 -0.202380408084592 0.6
"1507" 126 -0.209467456924989 0.7
"1508" 126 -0.216554505765387 0.8
"1509" 126 -0.223641554605784 0.9
"1513" 127 0.433921488204462 0.1
"1514" 127 0.417746249350082 0.2
"1516" 127 0.385395771641323 0.4
"1517" 127 0.369220532786944 0.5
"1519" 127 0.336870055078185 0.7
"1520" 127 0.320694816223805 0.8
"1522" 127 0.288344338515046 1
"1525" 128 0.0759702316546934 0.1
"1526" 128 0.057220247397848 0.2
"1529" 128 0.00097029462731188 0.5
"1530" 128 -0.0177796896295335 0.6
"1531" 128 -0.0365296738863789 0.7
"1533" 128 -0.0740296424000696 0.9
"1537" 129 0.0432756829992859 0.1
"1538" 129 0.0100643468389746 0.2
"1539" 129 -0.0231469893213367 0.3
"1541" 129 -0.0895696616419593 0.5
"1542" 129 -0.122780997802271 0.6
"1543" 129 -0.155992333962582 0.7
"1546" 129 -0.255626342443516 1
"1548" 129 -0.322049014764138 1.2
"1549" 130 0.0523880994241155 0.1
"1561" 131 0.214891404554 0.1
"1562" 131 0.18554515664368 0.2
"1563" 131 0.15619890873336 0.3
"1564" 131 0.12685266082304 0.4
"1566" 131 0.068160165002399 0.6
"1568" 131 0.0094676691817584 0.8
"1569" 131 -0.0198785787285619 0.9
"1571" 131 -0.0785710745492025 1.1
"1572" 131 -0.107917322459523 1.2
"1574" 132 0.0803719755337083 0.2
"1575" 132 0.0552494235793094 0.3
"1576" 132 0.0301268716249106 0.4
"1578" 132 -0.0201182322838871 0.6
"1579" 132 -0.045240784238286 0.7
"1583" 132 -0.145730992055881 1.1
"1586" 133 0.0116929041717389 0.2
"1587" 133 -0.00201155093422893 0.3
"1590" 133 -0.0431249162521326 0.6
"1592" 133 -0.0705338264640683 0.8
"1593" 133 -0.0842382815700362 0.9
"1594" 133 -0.0979427366760041 1
"1595" 133 -0.111647191781972 1.1
"1596" 133 -0.12535164688794 1.2
"1597" 134 -0.267915099785423 0.1
"1598" 134 -0.306514533778303 0.2
"1599" 134 -0.345113967771182 0.3
"1602" 134 -0.46091226974982 0.6
"1604" 134 -0.538111137735579 0.8
"1605" 134 -0.576710571728458 0.9
"1607" 134 -0.653909439714217 1.1
"1608" 134 -0.692508873707096 1.2
"1610" 135 -0.0260263147012161 0.2
"1613" 135 -0.090921881761596 0.5
"1614" 135 -0.112553737448389 0.6
"1615" 135 -0.134185593135183 0.7
"1617" 135 -0.177449304508769 0.9
"1619" 135 -0.220713015882356 1.1
"1620" 135 -0.242344871569149 1.2
"1621" 136 0.00401053243481948 0.1
"1623" 136 -0.0255440295930767 0.3
"1626" 136 -0.0698758726349209 0.6
"1627" 136 -0.0846531536488689 0.7
"1628" 136 -0.099430434662817 0.8
"1631" 136 -0.143762277704661 1.1
"1632" 136 -0.158539558718609 1.2
"1633" 137 -0.154064466758427 0.1
"1635" 137 -0.200010960040745 0.3
"1636" 137 -0.222984206681904 0.4
"1637" 137 -0.245957453323063 0.5
"1638" 137 -0.268930699964223 0.6
"1640" 137 -0.314877193246541 0.8
"1645" 138 -0.296370520709073 0.1
"1646" 138 -0.327429333613965 0.2
"1648" 138 -0.389546959423747 0.4
"1650" 138 -0.45166458523353 0.6
"1652" 138 -0.513782211043312 0.8
"1653" 138 -0.544841023948204 0.9
"1654" 138 -0.575899836853095 1
"1656" 138 -0.638017462662877 1.2
"1657" 139 0.237004663699838 0.1
"1658" 139 0.228828444471283 0.2
"1661" 139 0.204299786785619 0.5
"1663" 139 0.187947348328509 0.7
"1664" 139 0.179771129099955 0.8
"1668" 139 0.147066252185736 1.2
"1669" 140 -0.0480933505775312 0.1
"1670" 140 -0.0761849370976531 0.2
"1674" 140 -0.188551283178141 0.6
"1675" 140 -0.216642869698263 0.7
"1678" 140 -0.300917629258628 1
"1679" 140 -0.32900921577875 1.1
"1680" 140 -0.357100802298872 1.2
"1681" 141 -0.10138365235684 0.1
"1682" 141 -0.133221127131123 0.2
"1683" 141 -0.165058601905405 0.3
"1684" 141 -0.196896076679688 0.4
"1685" 141 -0.228733551453971 0.5
"1687" 141 -0.292408501002536 0.7
"1688" 141 -0.324245975776819 0.8
"1689" 141 -0.356083450551102 0.9
"1692" 141 -0.45159587487395 1.2
"1694" 142 0.203199147103813 0.2
"1695" 142 0.183668602101568 0.3
"1698" 142 0.125076967094835 0.6
"1701" 142 0.0664853320881024 0.9
"1703" 142 0.0274242420836138 1.1
"1705" 143 -0.263746499992207 0.1
"1706" 143 -0.300132872236915 0.2
"1707" 143 -0.336519244481623 0.3
"1708" 143 -0.372905616726331 0.4
"1709" 143 -0.409291988971038 0.5
"1712" 143 -0.518451105705162 0.8
"1716" 143 -0.663996594683993 1.2
"1718" 144 -0.0333138646669931 0.2
"1719" 144 -0.0636436638437767 0.3
"1720" 144 -0.0939734630205603 0.4
"1721" 144 -0.124303262197344 0.5
"1722" 144 -0.154633061374127 0.6
"1723" 144 -0.184962860550911 0.7
"1724" 144 -0.215292659727695 0.8
"1725" 144 -0.245622458904478 0.9
"1727" 144 -0.306282057258045 1.1
"1728" 144 -0.336611856434829 1.2
"1733" 145 -0.0782761933907133 0.5
"1735" 145 -0.123036997560436 0.7
"1736" 145 -0.145417399645298 0.8
"1738" 145 -0.19017820381502 1
"1739" 145 -0.212558605899882 1.1
"1742" 146 -0.21932415311153 0.2
"1745" 146 -0.314659383290768 0.5
"1747" 146 -0.37821620341026 0.7
"1748" 146 -0.409994613470005 0.8
"1751" 146 -0.505329843649243 1.1
"1753" 147 -0.139387572906563 0.1
"1754" 147 -0.161467240941013 0.2
"1755" 147 -0.183546908975463 0.3
"1757" 147 -0.227706245044362 0.5
"1759" 147 -0.271865581113261 0.7
"1760" 147 -0.293945249147711 0.8
"1762" 147 -0.33810458521661 1
"1767" 148 0.179616503151509 0.3
"1768" 148 0.152131806383459 0.4
"1772" 148 0.0421930193112585 0.8
"1777" 149 -0.447142534808161 0.1
"1779" 149 -0.523953348605452 0.3
"1780" 149 -0.562358755504098 0.4
"1781" 149 -0.600764162402743 0.5
"1782" 149 -0.639169569301389 0.6
"1784" 149 -0.71598038309868 0.8
"1787" 149 -0.831196603794617 1.1
"1793" 150 -0.170484490775048 0.5
"1794" 150 -0.186811476313594 0.6
"1795" 150 -0.20313846185214 0.7
"1796" 150 -0.219465447390686 0.8
"1798" 150 -0.252119418467777 1
"1799" 150 -0.268446404006323 1.1
"1800" 150 -0.284773389544869 1.2
"1801" 151 0.11854325762266 0.1
"1803" 151 0.0761622261983137 0.3
"1804" 151 0.0549717104861405 0.4
"1806" 151 0.0125906790617943 0.6
"1807" 151 -0.00859983665037883 0.7
"1813" 152 0.123619110000952 0.1
"1814" 152 0.109173055251848 0.2
"1819" 152 0.0369427815063287 0.7
"1821" 152 0.00805067200812076 0.9
"1822" 152 -0.0063953827409832 1
"1825" 153 0.0369891575821481 0.1
"1827" 153 -0.00695122591113627 0.3
"1828" 153 -0.0289214176577784 0.4
"1829" 153 -0.0508916094044206 0.5
"1834" 153 -0.160742568137631 1
"1836" 153 -0.204682951630916 1.2
"1837" 154 -0.00542722202727428 0.1
"1839" 154 -0.0516816287797156 0.3
"1840" 154 -0.0748088321559363 0.4
"1841" 154 -0.0979360355321569 0.5
"1847" 154 -0.236699255789481 1.1
"1851" 155 -0.239301862776916 0.3
"1852" 155 -0.275595403798414 0.4
"1854" 155 -0.348182485841411 0.6
"1855" 155 -0.38447602686291 0.7
"1856" 155 -0.420769567884408 0.8
"1857" 155 -0.457063108905907 0.9
"1859" 155 -0.529650190948904 1.1
"1860" 155 -0.565943731970402 1.2
"1861" 156 -0.527172749222803 0.1
"1864" 156 -0.640309246561396 0.4
"1865" 156 -0.678021412340927 0.5
"1866" 156 -0.715733578120458 0.6
"1868" 156 -0.791157909679519 0.8
"1870" 156 -0.866582241238581 1
"1874" 157 -0.0558203614779888 0.2
"1875" 157 -0.0884736137605997 0.3
"1879" 157 -0.219086622891043 0.7
"1880" 157 -0.251739875173654 0.8
"1881" 157 -0.284393127456265 0.9
"1882" 157 -0.317046379738876 1
"1883" 157 -0.349699632021487 1.1
"1884" 157 -0.382352884304098 1.2
"1885" 158 0.136247177131885 0.1
"1886" 158 0.12161086738566 0.2
"1889" 158 0.0777019381469848 0.5
"1897" 159 0.126452346983294 0.1
"1898" 159 0.106408731627223 0.2
"1899" 159 0.0863651162711506 0.3
"1900" 159 0.0663215009150787 0.4
"1901" 159 0.0462778855590068 0.5
"1903" 159 0.00619065484686296 0.7
"1904" 159 -0.013852960509209 0.8
"1906" 159 -0.0539401912213528 1
"1910" 160 -0.124835653973751 0.2
"1912" 160 -0.190115199741107 0.4
"1914" 160 -0.255394745508464 0.6
"1915" 160 -0.288034518392142 0.7
"1917" 160 -0.353314064159498 0.9
"1918" 160 -0.385953837043176 1
"1919" 160 -0.418593609926854 1.1
"1920" 160 -0.451233382810533 1.2
"1921" 161 -0.240446000065183 0.1
"1922" 161 -0.259560333896313 0.2
"1924" 161 -0.297789001558571 0.4
"1925" 161 -0.316903335389701 0.5
"1926" 161 -0.33601766922083 0.6
"1933" 162 -0.06334178142417 0.1
"1935" 162 -0.0926948710126854 0.3
"1936" 162 -0.107371415806943 0.4
"1938" 162 -0.136724505395459 0.6
"1939" 162 -0.151401050189716 0.7
"1940" 162 -0.166077594983974 0.8
"1941" 162 -0.180754139778232 0.9
"1942" 162 -0.19543068457249 1
"1943" 162 -0.210107229366747 1.1
"1946" 163 0.0959661608864724 0.2
"1948" 163 0.0697276312088285 0.4
"1949" 163 0.0566083663700065 0.5
"1951" 163 0.0303698366923626 0.7
"1953" 163 0.00413130701471857 0.9
"1957" 164 0.0540587207275555 0.1
"1960" 164 0.00872358031844776 0.4
"1961" 164 -0.00638813315125482 0.5
"1964" 164 -0.0517232735603626 0.8
"1966" 164 -0.0819467004997677 1
"1967" 164 -0.0970584139694703 1.1
"1969" 165 -0.235958760578549 0.1
"1971" 165 -0.324334858318199 0.3
"1973" 165 -0.41271095605785 0.5
"1974" 165 -0.456899004927675 0.6
"1975" 165 -0.5010870537975 0.7
"1983" 166 -0.12185853555055 0.3
"1984" 166 -0.136959308005274 0.4
"1985" 166 -0.152060080459998 0.5
"1986" 166 -0.167160852914722 0.6
"1988" 166 -0.19736239782417 0.8
"1989" 166 -0.212463170278894 0.9
"1990" 166 -0.227563942733618 1
"1993" 167 -0.392716783743387 0.1
"1995" 167 -0.474287432617591 0.3
"1997" 167 -0.555858081491795 0.5
"1998" 167 -0.596643405928897 0.6
"1999" 167 -0.637428730365999 0.7
"2001" 167 -0.718999379240203 0.9
"2004" 167 -0.841355352551509 1.2
"2006" 168 0.143394810839882 0.2
"2007" 168 0.128006923487243 0.3
"2008" 168 0.112619036134604 0.4
"2009" 168 0.0972311487819652 0.5
"2010" 168 0.0818432614293264 0.6
"2011" 168 0.0664553740766875 0.7
"2012" 168 0.0510674867240486 0.8
"2017" 169 0.379963656972117 0.1
"2018" 169 0.34157694344293 0.2
"2019" 169 0.303190229913744 0.3
"2020" 169 0.264803516384558 0.4
"2022" 169 0.188030089326185 0.6
"2023" 169 0.149643375796999 0.7
"2025" 169 0.0728699487386261 0.9
"2028" 169 -0.0422901918489328 1.2
"2029" 170 0.21118566697782 0.1
"2030" 170 0.187392108650113 0.2
"2031" 170 0.163598550322407 0.3
"2032" 170 0.139804991994701 0.4
"2033" 170 0.116011433666995 0.5
"2034" 170 0.0922178753392886 0.6
"2036" 170 0.0446307586838762 0.8
"2037" 170 0.02083720035617 0.9
"2038" 170 -0.00295635797153621 1
"2039" 170 -0.0267499162992424 1.1
"2040" 170 -0.0505434746269486 1.2
"2042" 171 -0.295298213182474 0.2
"2044" 171 -0.347321359513263 0.4
"2045" 171 -0.373332932678659 0.5
"2046" 171 -0.399344505844053 0.6
"2047" 171 -0.425356079009448 0.7
"2049" 171 -0.477379225340238 0.9
"2050" 171 -0.503390798505633 1
"2052" 171 -0.555413944836423 1.2
"2053" 172 0.353082434360349 0.1
"2054" 172 0.333512792523572 0.2
"2065" 173 -0.302402297921665 0.1
"2067" 173 -0.364601491939189 0.3
"2068" 173 -0.395701088947951 0.4
"2070" 173 -0.457900282965475 0.6
"2072" 173 -0.520099476982998 0.8
"2074" 173 -0.582298671000522 1
"2076" 173 -0.644497865018046 1.2
"2077" 174 -0.0420897047654616 0.1
"2079" 174 -0.0758592736170848 0.3
"2081" 174 -0.109628842468708 0.5
"2082" 174 -0.12651362689452 0.6
"2083" 174 -0.143398411320331 0.7
"2087" 174 -0.210937549023578 1.1
"2088" 174 -0.227822333449389 1.2
"2090" 175 -0.321313173520341 0.2
"2091" 175 -0.357729372174073 0.3
"2092" 175 -0.394145570827805 0.4
"2093" 175 -0.430561769481537 0.5
"2094" 175 -0.466977968135269 0.6
"2095" 175 -0.503394166789001 0.7
"2097" 175 -0.576226564096464 0.9
"2098" 175 -0.612642762750196 1
"2099" 175 -0.649058961403928 1.1
"2100" 175 -0.68547516005766 1.2
"2101" 176 -0.197956150767916 0.1
"2103" 176 -0.254699505832095 0.3
"2104" 176 -0.283071183364185 0.4
"2106" 176 -0.339814538428365 0.6
"2107" 176 -0.368186215960455 0.7
"2109" 176 -0.424929571024635 0.9
"2112" 176 -0.510044603620905 1.2
"2113" 177 -0.0477646180131276 0.1
"2115" 177 -0.0853085468359195 0.3
"2116" 177 -0.104080511247315 0.4
"2118" 177 -0.141624440070107 0.6
"2119" 177 -0.160396404481503 0.7
"2120" 177 -0.179168368892899 0.8
"2121" 177 -0.197940333304295 0.9
"2123" 177 -0.235484262127087 1.1
"2125" 178 -0.0255877112392174 0.1
"2126" 178 -0.0464726201908728 0.2
"2130" 178 -0.130012255997494 0.6
"2131" 178 -0.15089716494915 0.7
"2132" 178 -0.171782073900805 0.8
"2133" 178 -0.192666982852461 0.9
"2138" 179 -0.0543335940188864 0.2
"2139" 179 -0.0839128228057866 0.3
"2140" 179 -0.113492051592687 0.4
"2141" 179 -0.143071280379587 0.5
"2142" 179 -0.172650509166487 0.6
"2143" 179 -0.202229737953387 0.7
"2144" 179 -0.231808966740287 0.8
"2147" 179 -0.320546653100988 1.1
"2148" 179 -0.350125881887888 1.2
"2150" 180 -0.237236360471727 0.2
"2151" 180 -0.272121395005294 0.3
"2152" 180 -0.307006429538861 0.4
"2153" 180 -0.341891464072428 0.5
"2154" 180 -0.376776498605994 0.6
"2155" 180 -0.411661533139561 0.7
"2156" 180 -0.446546567673128 0.8
"2157" 180 -0.481431602206694 0.9
"2159" 180 -0.551201671273828 1.1
"2160" 180 -0.586086705807395 1.2
"2162" 181 -0.0364638559339864 0.2
"2163" 181 -0.0516163804384748 0.3
"2164" 181 -0.0667689049429632 0.4
"2166" 181 -0.0970739539519399 0.6
"2168" 181 -0.127379002960917 0.8
"2173" 182 -0.372045012862503 0.1
"2174" 182 -0.413224803585609 0.2
"2175" 182 -0.454404594308716 0.3
"2176" 182 -0.495584385031822 0.4
"2180" 182 -0.660303547924249 0.8
"2181" 182 -0.701483338647355 0.9
"2182" 182 -0.742663129370462 1
"2184" 182 -0.825022710816675 1.2
"2185" 183 -0.0874058041419438 0.1
"2187" 183 -0.140448550473622 0.3
"2193" 183 -0.299576789468657 0.9
"2194" 183 -0.326098162634496 1
"2195" 183 -0.352619535800335 1.1
"2196" 183 -0.379140908966174 1.2
"2198" 184 -0.0826983621740389 0.2
"2201" 184 -0.159942969976578 0.5
"2204" 184 -0.237187577779117 0.8
"2205" 184 -0.262935780379963 0.9
"2206" 184 -0.288683982980809 1
"2207" 184 -0.314432185581656 1.1
"2208" 184 -0.340180388182502 1.2
"2209" 185 -0.14524249895634 0.1
"2210" 185 -0.171055893497133 0.2
"2211" 185 -0.196869288037926 0.3
"2214" 185 -0.274309471660306 0.6
"2215" 185 -0.300122866201099 0.7
"2216" 185 -0.325936260741892 0.8
"2217" 185 -0.351749655282685 0.9
"2219" 185 -0.403376444364272 1.1
"2220" 185 -0.429189838905065 1.2
"2223" 186 -0.213484510782121 0.3
"2224" 186 -0.246135614215164 0.4
"2226" 186 -0.31143782108125 0.6
"2227" 186 -0.344088924514293 0.7
"2230" 186 -0.442042234813421 1
"2234" 187 -0.180102241772647 0.2
"2235" 187 -0.207714068114833 0.3
"2236" 187 -0.23532589445702 0.4
"2238" 187 -0.290549547141394 0.6
"2240" 187 -0.345773199825768 0.8
"2242" 187 -0.400996852510141 1
"2243" 187 -0.428608678852328 1.1
"2245" 188 -0.118586006625444 0.1
"2246" 188 -0.155458696211036 0.2
"2247" 188 -0.192331385796629 0.3
"2249" 188 -0.266076764967814 0.5
"2250" 188 -0.302949454553407 0.6
"2251" 188 -0.339822144138999 0.7
"2253" 188 -0.413567523310185 0.9
"2255" 188 -0.48731290248137 1.1
"2256" 188 -0.524185592066962 1.2
"2259" 189 -0.0105021739793883 0.3
"2261" 189 -0.0510504386324295 0.5
"2269" 190 0.198652872301718 0.1
"2270" 190 0.17592277453689 0.2
"2271" 190 0.153192676772062 0.3
"2272" 190 0.130462579007234 0.4
"2273" 190 0.107732481242406 0.5
"2274" 190 0.0850023834775778 0.6
"2278" 190 -0.00591800758173461 1
"2279" 190 -0.0286481053465627 1.1
"2282" 191 -0.317560241178708 0.2
"2285" 191 -0.42176907875008 0.5
"2286" 191 -0.456505357940537 0.6
"2287" 191 -0.491241637130995 0.7
"2291" 191 -0.630186753892824 1.1
"2293" 192 -0.0185324647085394 0.1
"2294" 192 -0.0417077826197694 0.2
"2295" 192 -0.0648831005309994 0.3
"2296" 192 -0.0880584184422295 0.4
"2298" 192 -0.13440905426469 0.6
"2301" 192 -0.20393500799838 0.9
"2303" 192 -0.25028564382084 1.1
"2305" 193 0.0231390510438997 0.1
"2306" 193 -0.000668301259893034 0.2
"2307" 193 -0.0244756535636857 0.3
"2309" 193 -0.0720903581712711 0.5
"2310" 193 -0.0958977104750638 0.6
"2312" 193 -0.143512415082649 0.8
"2313" 193 -0.167319767386442 0.9
"2314" 193 -0.191127119690235 1
"2316" 193 -0.23874182429782 1.2
"2317" 194 -0.16436063374128 0.1
"2318" 194 -0.19739988663025 0.2
"2320" 194 -0.263478392408191 0.4
"2321" 194 -0.296517645297161 0.5
"2323" 194 -0.362596151075102 0.7
"2324" 194 -0.395635403964072 0.8
"2327" 194 -0.494753162630983 1.1
"2328" 194 -0.527792415519953 1.2
"2329" 195 0.355664072625506 0.1
"2331" 195 0.30760300404595 0.3
"2332" 195 0.283572469756172 0.4
"2333" 195 0.259541935466394 0.5
"2334" 195 0.235511401176617 0.6
"2335" 195 0.211480866886839 0.7
"2336" 195 0.187450332597061 0.8
"2337" 195 0.163419798307283 0.9
"2338" 195 0.139389264017505 1
"2341" 196 -0.148658797011526 0.1
"2343" 196 -0.211894233162309 0.3
"2345" 196 -0.275129669313092 0.5
"2346" 196 -0.306747387388484 0.6
"2350" 196 -0.433218259690049 1
"2352" 196 -0.496453695840832 1.2
"2354" 197 0.320441109005574 0.2
"2357" 197 0.256395637625366 0.5
"2358" 197 0.235047147165296 0.6
"2359" 197 0.213698656705226 0.7
"2360" 197 0.192350166245157 0.8
"2361" 197 0.171001675785087 0.9
"2364" 197 0.106956204404879 1.2
"2365" 198 0.229301218381889 0.1
"2366" 198 0.220760190673943 0.2
"2367" 198 0.212219162965997 0.3
"2368" 198 0.203678135258051 0.4
"2369" 198 0.195137107550105 0.5
"2370" 198 0.186596079842159 0.6
"2372" 198 0.169514024426266 0.8
"2380" 199 -0.0126275193120657 0.4
"2381" 199 -0.0305811357608243 0.5
"2382" 199 -0.0485347522095829 0.6
"2384" 199 -0.0844419851071 0.8
"2386" 199 -0.120349218004617 1
"2387" 199 -0.138302834453376 1.1
"2388" 199 -0.156256450902134 1.2
"2391" 200 -0.0195035783356826 0.3
"2392" 200 -0.0278634512647471 0.4
"2393" 200 -0.0362233241938115 0.5
"2395" 200 -0.0529430700519404 0.7
"2396" 200 -0.0613029429810049 0.8
"2397" 200 -0.0696628159100693 0.9
"2399" 200 -0.0863825617681982 1.1
"2401" 201 -0.245115757443294 0.1
"2402" 201 -0.273875625672778 0.2
"2403" 201 -0.302635493902263 0.3
"2404" 201 -0.331395362131747 0.4
"2405" 201 -0.360155230361232 0.5
"2406" 201 -0.388915098590716 0.6
"2408" 201 -0.446434835049685 0.8
"2409" 201 -0.47519470327917 0.9
"2410" 201 -0.503954571508654 1
"2416" 202 0.0173366871654286 0.4
"2418" 202 -0.0230936285129347 0.6
"2419" 202 -0.0433087863521164 0.7
"2420" 202 -0.063523944191298 0.8
"2421" 202 -0.0837391020304796 0.9
"2422" 202 -0.103954259869661 1
"2423" 202 -0.124169417708843 1.1
"2424" 202 -0.144384575548025 1.2
"2425" 203 -0.169352275775909 0.1
"2427" 203 -0.232155935347295 0.3
"2428" 203 -0.263557765132988 0.4
"2430" 203 -0.326361424704374 0.6
"2431" 203 -0.357763254490067 0.7
"2433" 203 -0.420566914061453 0.9
"2437" 204 0.0437221762212892 0.1
"2438" 204 0.0161771541633164 0.2
"2439" 204 -0.0113678678946563 0.3
"2442" 204 -0.0940029340685746 0.6
"2443" 204 -0.121547956126547 0.7
"2444" 204 -0.14909297818452 0.8
"2445" 204 -0.176638000242493 0.9
"2446" 204 -0.204183022300466 1
"2447" 204 -0.231728044358439 1.1
"2448" 204 -0.259273066416411 1.2
"2450" 205 -0.235492703836761 0.2
"2452" 205 -0.295206022222008 0.4
"2456" 205 -0.4146326589925 0.8
"2459" 205 -0.50420263657037 1.1
"2462" 206 -0.216908271989961 0.2
"2463" 206 -0.233260646536005 0.3
"2465" 206 -0.265965395628091 0.5
"2466" 206 -0.282317770174134 0.6
"2473" 207 -0.235223682082089 0.1
"2474" 207 -0.271861711398456 0.2
"2475" 207 -0.308499740714823 0.3
"2476" 207 -0.345137770031189 0.4
"2478" 207 -0.418413828663923 0.6
"2481" 207 -0.528327916613023 0.9
"2482" 207 -0.564965945929389 1
"2484" 207 -0.638242004562123 1.2
"2485" 208 0.303719014898241 0.1
"2488" 208 0.269171080224983 0.4
"2490" 208 0.246139123776144 0.6
"2491" 208 0.234623145551724 0.7
"2492" 208 0.223107167327305 0.8
"2498" 209 0.0640390090423294 0.2
"2499" 209 0.0384831222434175 0.3
"2502" 209 -0.038184538153318 0.6
"2503" 209 -0.0637404249522298 0.7
"2505" 209 -0.114852198550054 0.9
"2506" 209 -0.140408085348965 1
"2510" 210 0.219975486581221 0.2
"2511" 210 0.199099422406256 0.3
"2512" 210 0.17822335823129 0.4
"2513" 210 0.157347294056324 0.5
"2515" 210 0.115595165706393 0.7
"2519" 210 0.03209090900653 1.1
"2522" 211 0.514943776510907 0.2
"2523" 211 0.492837095727673 0.3
"2525" 211 0.448623734161205 0.5
"2526" 211 0.426517053377971 0.6
"2528" 211 0.382303691811503 0.8
"2529" 211 0.36019701102827 0.9
"2531" 211 0.315983649461802 1.1
"2532" 211 0.293876968678568 1.2
"2533" 212 -0.0153714070084832 0.1
"2534" 212 -0.0392915441958271 0.2
"2536" 212 -0.0871318185705148 0.4
"2538" 212 -0.134972092945203 0.6
"2541" 212 -0.206732504507234 0.9
"2543" 212 -0.254572778881922 1.1
"2544" 212 -0.278492916069266 1.2
"2546" 213 -0.227284879425726 0.2
"2547" 213 -0.26351365113346 0.3
"2549" 213 -0.335971194548929 0.5
"2551" 213 -0.408428737964397 0.7
"2553" 213 -0.480886281379866 0.9
"2554" 213 -0.5171150530876 1
"2558" 214 -0.0484482161886273 0.2
"2560" 214 -0.104074831591515 0.4
"2569" 215 -0.074750195501694 0.1
"2570" 215 -0.0924411787097479 0.2
"2572" 215 -0.127823145125856 0.4
"2573" 215 -0.14551412833391 0.5
"2574" 215 -0.163205111541964 0.6
"2575" 215 -0.180896094750018 0.7
"2577" 215 -0.216278061166126 0.9
"2578" 215 -0.23396904437418 1
"2579" 215 -0.251660027582234 1.1
